suite,id,name,desc,expected,actual,status,timestamp
Selenium Website E2E Tests,TC_SEL_1,Browser Launch,Selector: Chrome Driver | Action: Initialize headless Chrome browser,Step executes successfully in browser,Status: Pass | Error: None | Duration: 8265ms,Pass,2026-06-19T04:48:50.000Z
Appium Mobile E2E Tests,TC_REG_021,Screen: Sign-Up / Register Screen,Special characters in Full Name handled | Steps: Type 'José O'Connor' in Full Name,Input accepted and handled correctly,Special characters registered successfully | Remarks: ,Pass,2026-06-19T05:01:27.464Z
Appium Mobile E2E Tests,TC_REG_022,Screen: Sign-Up / Register Screen,Password complexity requirements validation | Steps: Type password 'abc' (weak),Validation warning: require number and case,Validation shown | Remarks: ,Pass,2026-06-19T05:01:28.783Z
Appium Mobile E2E Tests,TC_REG_023,Screen: Sign-Up / Register Screen,App remains stable when fast-switching inputs | Steps: Tapping fields in quick random sequence,"No crash, active input changes cleanly",Stable input focus switching | Remarks: ,Pass,2026-06-19T05:01:29.835Z
Appium Mobile E2E Tests,TC_REG_024,Screen: Sign-Up / Register Screen,"Sign-Up layout dynamic adjustment | Steps: Open software keyboard, observe layout",Sign Up button scrolls into view above keyboard,Viewport correctly adjusted | Remarks: ,Pass,2026-06-19T05:01:31.095Z
Appium Mobile E2E Tests,TC_REG_025,Screen: Sign-Up / Register Screen,"Whitespace trimming in name and email | Steps: Type ' test@test.com ', register",Whitespace trimmed before submission,Registration sent with trimmed fields | Remarks: ,Pass,2026-06-19T05:01:32.063Z
Appium Mobile E2E Tests,TC_FP_001,Screen: Forgot Password Screen,Screen loads with email field | Steps: Tap Forgot Password,Email field and Send button visible,Screen loaded | Remarks: ,Pass,2026-06-19T05:01:34.137Z
Appium Mobile E2E Tests,TC_FP_002,Screen: Forgot Password Screen,"Valid email triggers reset message | Steps: Enter registered email, tap Send",Success message shown,'Reset link sent' message shown | Remarks: ,Pass,2026-06-19T05:01:35.614Z
Appium Mobile E2E Tests,TC_FP_003,Screen: Forgot Password Screen,"Unregistered email shows error | Steps: Enter unregistered email, tap Send",'Email not found' error,Error displayed | Remarks: ,Pass,2026-06-19T05:01:37.676Z
Appium Mobile E2E Tests,TC_FP_004,Screen: Forgot Password Screen,"Empty email shows validation | Steps: Leave blank, tap Send",'Email required' shown,Validation triggered | Remarks: ,Pass,2026-06-19T05:01:38.782Z
Appium Mobile E2E Tests,TC_FP_005,Screen: Forgot Password Screen,"Invalid email format shows error | Steps: Type 'invalidemail', tap Send",'Valid email required',Format error shown | Remarks: ,Pass,2026-06-19T05:01:40.041Z
Appium Mobile E2E Tests,TC_FP_006,Screen: Forgot Password Screen,Back button returns to Sign-In | Steps: Press back,Sign-In screen appears,Navigation correct | Remarks: ,Pass,2026-06-19T05:01:41.675Z
Appium Mobile E2E Tests,TC_FP_007,Screen: Forgot Password Screen,"Loading shown while sending reset | Steps: Enter email, tap Send",Spinner visible,Spinner shown | Remarks: ,Pass,2026-06-19T05:01:42.420Z
Appium Mobile E2E Tests,TC_FP_008,Screen: Forgot Password Screen,'Back to Sign In' link works | Steps: Tap link,Sign-In screen opens,Navigation correct | Remarks: ,Pass,2026-06-19T05:01:42.926Z
Appium Mobile E2E Tests,TC_FP_009,Screen: Forgot Password Screen,Screen title 'Forgot Password' displayed | Steps: Open screen,Title visible,Title present | Remarks: ,Pass,2026-06-19T05:01:44.680Z
Appium Mobile E2E Tests,TC_FP_010,Screen: Forgot Password Screen,Small device renders without overflow | Steps: Open on 5-inch emulator,All elements fit,Layout correct | Remarks: ,Pass,2026-06-19T05:01:46.395Z
Appium Mobile E2E Tests,TC_FP_011,Screen: Forgot Password Screen,Email keyboard type shown | Steps: Tap email field,Email keyboard appears,Keyboard type correct | Remarks: ,Pass,2026-06-19T05:01:48.034Z
Appium Mobile E2E Tests,TC_FP_012,Screen: Forgot Password Screen,"Cooldown prevents immediate re-send | Steps: Send link, immediately tap Send again",Button disabled or cooldown shown,Cooldown applied | Remarks: ,Pass,2026-06-19T05:01:49.173Z
Appium Mobile E2E Tests,TC_FP_013,Screen: Forgot Password Screen,"Success message auto-dismisses | Steps: Send successfully, wait",Message disappears after 5s,Auto-dismissed | Remarks: ,Pass,2026-06-19T05:01:51.083Z
Appium Mobile E2E Tests,TC_FP_014,Screen: Forgot Password Screen,"Screen accessible via TalkBack | Steps: Enable TalkBack, navigate",Field and button announced,Accessibility pass | Remarks: ,Pass,2026-06-19T05:01:51.471Z
Appium Mobile E2E Tests,TC_FP_015,Screen: Forgot Password Screen,"Screen renders in dark mode | Steps: Enable dark mode, open screen",Dark theme applied,Dark mode renders | Remarks: ,Pass,2026-06-19T05:01:53.002Z
Appium Mobile E2E Tests,TC_FP_016,Screen: Forgot Password Screen,Handle API failure on email reset submit | Steps: Disconnect network mock during submit,Connection error toast displayed,Handled gracefully without crash | Remarks: ,Pass,2026-06-19T05:01:54.925Z
Appium Mobile E2E Tests,TC_FP_017,Screen: Forgot Password Screen,"Submit button disabled on empty input | Steps: Open screen, verify submit button status",Send button disabled,Verified disabled | Remarks: ,Pass,2026-06-19T05:01:57.384Z
Appium Mobile E2E Tests,TC_FP_018,Screen: Forgot Password Screen,Input limits on email field | Steps: Type 150+ chars in email field,Validation: email too long or rejected,Handled gracefully | Remarks: ,Pass,2026-06-19T05:01:59.786Z
Appium Mobile E2E Tests,TC_FP_019,Screen: Forgot Password Screen,"Multiple password resets requested | Steps: Submit reset, wait for cooldown, submit again",Second reset email triggered successfully,Second reset link dispatched | Remarks: ,Pass,2026-06-19T05:02:00.826Z
Appium Mobile E2E Tests,TC_FP_020,Screen: Forgot Password Screen,"System font scaling support | Steps: Increase system font size, load screen","Text scales, layout does not overflow",Font scale test passed | Remarks: ,Pass,2026-06-19T05:02:01.323Z
Appium Mobile E2E Tests,TC_GOG_001,Screen: Google OAuth Callback Screen,Google account picker displayed after tap | Steps: Tap Sign in with Google,Picker shown,Account picker appeared | Remarks: ,Pass,2026-06-19T05:02:03.286Z
Appium Mobile E2E Tests,TC_GOG_002,Screen: Google OAuth Callback Screen,Selecting Google account initiates login | Steps: Select account in picker,Login attempt starts,Login initiated | Remarks: ,Pass,2026-06-19T05:02:03.951Z
Appium Mobile E2E Tests,TC_GOG_003,Screen: Google OAuth Callback Screen,Successful Google login navigates to Dashboard | Steps: Complete Google OAuth,Dashboard loaded,Dashboard opened | Remarks: ,Pass,2026-06-19T05:02:04.620Z
Appium Mobile E2E Tests,TC_GOG_004,Screen: Google OAuth Callback Screen,Cancelled Google login returns to Sign-In | Steps: Cancel account picker,Sign-In screen shown,Returned to Sign-In | Remarks: ,Pass,2026-06-19T05:02:05.535Z
Appium Mobile E2E Tests,TC_GOG_005,Screen: Google OAuth Callback Screen,Google login loading state shown | Steps: Initiate Google login,Loading spinner visible,Spinner displayed | Remarks: ,Pass,2026-06-19T05:02:07.890Z
Appium Mobile E2E Tests,TC_GOG_006,Screen: Google OAuth Callback Screen,Error message shown on Google login failure | Steps: Use invalid token,Error message shown,Error displayed | Remarks: ,Pass,2026-06-19T05:02:10.050Z
Appium Mobile E2E Tests,TC_GOG_007,Screen: Google OAuth Callback Screen,Google login works on Android 10+ | Steps: Test on Android 10 device,OAuth flow completes,Success on Android 10 | Remarks: ,Pass,2026-06-19T05:02:12.450Z
Appium Mobile E2E Tests,TC_GOG_008,Screen: Google OAuth Callback Screen,Google login works on Android 13+ | Steps: Test on Android 13 device,OAuth flow completes,Success on Android 13 | Remarks: ,Pass,2026-06-19T05:02:14.871Z
Appium Mobile E2E Tests,TC_GOG_009,Screen: Google OAuth Callback Screen,New Google account creates profile | Steps: Use Google account not in system,"Account created, dashboard shown",New user registered | Remarks: ,Pass,2026-06-19T05:02:15.807Z
Appium Mobile E2E Tests,TC_GOG_010,Screen: Google OAuth Callback Screen,Existing Google account logs in | Steps: Use Google account in system,Dashboard loaded with user data,Existing account logged in | Remarks: ,Pass,2026-06-19T05:02:16.254Z
Appium Mobile E2E Tests,TC_GOG_011,Screen: Google OAuth Callback Screen,"OAuth tokens stored securely | Steps: Login with Google, check shared prefs",Tokens encrypted or secure,Tokens not exposed in plaintext | Remarks: ,Pass,2026-06-19T05:02:17.743Z
Appium Mobile E2E Tests,TC_GOG_012,Screen: Google OAuth Callback Screen,"OAuth token renewal flow | Steps: Let OAuth expire, verify silent renewal",Token renewed without user intervention,Silent renew complete | Remarks: ,Pass,2026-06-19T05:02:18.088Z
Appium Mobile E2E Tests,TC_GOG_013,Screen: Google OAuth Callback Screen,"OAuth login offline behavior | Steps: Disable network, tap Google Login",Offline warning toast shown,Graceful error shown | Remarks: ,Pass,2026-06-19T05:02:20.095Z
Appium Mobile E2E Tests,TC_GOG_014,Screen: Google OAuth Callback Screen,Google Play Services missing handled | Steps: Simulate no Play Services on device,Fallback Web login displayed or error shown,Error handled correctly | Remarks: ,Pass,2026-06-19T05:02:21.610Z
Appium Mobile E2E Tests,TC_GOG_015,Screen: Google OAuth Callback Screen,"OAuth session cleared on sign out | Steps: Google login, sign out, verify Google picker status",Picker prompts account choice next time,OAuth session cleared | Remarks: ,Pass,2026-06-19T05:02:23.563Z
Appium Mobile E2E Tests,TC_DSH_001,Screen: Dashboard / Home Screen,Dashboard loads after login | Steps: Log in with valid credentials,Dashboard screen displayed,Dashboard loaded | Remarks: ,Pass,2026-06-19T05:02:24.073Z
Appium Mobile E2E Tests,TC_DSH_002,Screen: Dashboard / Home Screen,"Welcome message with user name shown | Steps: Log in, observe header","'Welcome, [Name]' visible",Name shown correctly | Remarks: ,Pass,2026-06-19T05:02:25.313Z
Appium Mobile E2E Tests,TC_DSH_003,Screen: Dashboard / Home Screen,Upload Resume card visible | Steps: View Dashboard,Upload Resume option present,Card/button present | Remarks: ,Pass,2026-06-19T05:02:26.664Z
Appium Mobile E2E Tests,TC_DSH_004,Screen: Dashboard / Home Screen,My Results section visible | Steps: View Dashboard,Results/Analysis section shown,Section rendered | Remarks: ,Pass,2026-06-19T05:02:28.409Z
Appium Mobile E2E Tests,TC_DSH_005,Screen: Dashboard / Home Screen,Roadmap navigation visible | Steps: View Dashboard,Roadmap link present,Option present | Remarks: ,Pass,2026-06-19T05:02:29.178Z
Appium Mobile E2E Tests,TC_DSH_006,Screen: Dashboard / Home Screen,Profile avatar in header | Steps: View Dashboard header,Avatar or initials shown,Avatar visible | Remarks: ,Pass,2026-06-19T05:02:31.599Z
Appium Mobile E2E Tests,TC_DSH_007,Screen: Dashboard / Home Screen,Tap Upload Resume navigates | Steps: Tap Upload Resume,Upload screen opens,Navigation correct | Remarks: ,Pass,2026-06-19T05:02:33.259Z
Appium Mobile E2E Tests,TC_DSH_008,Screen: Dashboard / Home Screen,Bottom navigation bar functional | Steps: Tap each bottom nav item,Each screen opens,All nav items work | Remarks: ,Pass,2026-06-19T05:02:33.966Z
Appium Mobile E2E Tests,TC_DSH_009,Screen: Dashboard / Home Screen,Dashboard scrolls if content overflows | Steps: Scroll down,Content scrolls smoothly,Scroll works | Remarks: ,Pass,2026-06-19T05:02:34.439Z
Appium Mobile E2E Tests,TC_DSH_010,Screen: Dashboard / Home Screen,"Logout accessible from Dashboard | Steps: Tap profile/menu, find Logout",Logout option visible,Logout accessible | Remarks: ,Pass,2026-06-19T05:02:36.111Z
Appium Mobile E2E Tests,TC_DSH_011,Screen: Dashboard / Home Screen,Prior analysis shown on Dashboard | Steps: Login with analysed account,Last result summary shown,Previous result displayed | Remarks: ,Pass,2026-06-19T05:02:36.687Z
Appium Mobile E2E Tests,TC_DSH_012,Screen: Dashboard / Home Screen,Empty state shown for new account | Steps: Login fresh account,Empty state with CTA shown,Empty state handled | Remarks: ,Pass,2026-06-19T05:02:38.415Z
Appium Mobile E2E Tests,TC_DSH_013,Screen: Dashboard / Home Screen,Pull to refresh updates content | Steps: Pull down on dashboard,Content refreshes,Refresh works | Remarks: ,Pass,2026-06-19T05:02:40.157Z
Appium Mobile E2E Tests,TC_DSH_014,Screen: Dashboard / Home Screen,No crash on device rotation | Steps: Rotate device on Dashboard,Layout redraws correctly,Rotation handled | Remarks: ,Pass,2026-06-19T05:02:42.640Z
Appium Mobile E2E Tests,TC_DSH_015,Screen: Dashboard / Home Screen,"No Dashboard access without login | Steps: Clear data, navigate directly",Redirected to Sign-In,Auth guard works | Remarks: ,Pass,2026-06-19T05:02:43.881Z
Appium Mobile E2E Tests,TC_DSH_016,Screen: Dashboard / Home Screen,Dashboard renders in dark mode | Steps: Enable dark mode,Dark theme applied,Dark mode renders | Remarks: ,Pass,2026-06-19T05:02:45.666Z
Appium Mobile E2E Tests,TC_DSH_017,Screen: Dashboard / Home Screen,Score percentage shown on Dashboard card | Steps: View dashboard with prior analysis,Score % visible,Score displayed | Remarks: ,Pass,2026-06-19T05:02:46.238Z
Appium Mobile E2E Tests,TC_DSH_018,Screen: Dashboard / Home Screen,Suggested career path shown on Dashboard | Steps: View dashboard with analysis,Career path label visible,Path shown | Remarks: ,Pass,2026-06-19T05:02:47.233Z
Appium Mobile E2E Tests,TC_DSH_019,Screen: Dashboard / Home Screen,User greeting updates on new login | Steps: Log out and log in as different user,New user name in greeting,Greeting updated | Remarks: ,Pass,2026-06-19T05:02:47.648Z
Appium Mobile E2E Tests,TC_DSH_020,Screen: Dashboard / Home Screen,Analytics section shows history count | Steps: View analytics section,Number of analyses shown,Count displayed | Remarks: ,Pass,2026-06-19T05:02:49.836Z
Appium Mobile E2E Tests,TC_DSH_021,Screen: Dashboard / Home Screen,Quick link to Career Settings working | Steps: Tap settings icon in dashboard header,Settings screen opens,Navigated to Settings | Remarks: ,Pass,2026-06-19T05:02:51.092Z
Appium Mobile E2E Tests,TC_DSH_022,Screen: Dashboard / Home Screen,"Dynamic data updates on resume deletion | Steps: Delete resume from history, view dashboard",Metrics decremented/updated,Dashboard stats updated | Remarks: ,Pass,2026-06-19T05:02:53.353Z
Appium Mobile E2E Tests,TC_DSH_023,Screen: Dashboard / Home Screen,"App notification badge matches backend state | Steps: Receive backend alert, check badge on dashboard",Badge count incremented,Badge verified | Remarks: ,Pass,2026-06-19T05:02:54.085Z
Appium Mobile E2E Tests,TC_DSH_024,Screen: Dashboard / Home Screen,Dashboard memory footprint validation | Steps: Navigate to dashboard and back multiple times,Memory usage stays stable,No memory leak found | Remarks: ,Pass,2026-06-19T05:02:54.722Z
Appium Mobile E2E Tests,TC_DSH_025,Screen: Dashboard / Home Screen,Header scrolls out of view on dashboard scroll | Steps: Scroll dashboard down,Header collapses dynamically,Header collapsed smoothly | Remarks: ,Pass,2026-06-19T05:02:57.107Z
Appium Mobile E2E Tests,TC_UPL_001,Screen: Upload Resume Screen,Upload screen loads correctly | Steps: Navigate to Upload,File picker and instructions visible,Screen loaded | Remarks: ,Pass,2026-06-19T05:02:58.659Z
Appium Mobile E2E Tests,TC_UPL_002,Screen: Upload Resume Screen,Screen title 'Upload Resume' shown | Steps: Open screen,Title visible,Title present | Remarks: ,Pass,2026-06-19T05:02:59.878Z
Appium Mobile E2E Tests,TC_UPL_003,Screen: Upload Resume Screen,Tapping picker opens document picker | Steps: Tap Choose File,File manager opens,Picker opened | Remarks: ,Pass,2026-06-19T05:03:02.062Z
Appium Mobile E2E Tests,TC_UPL_004,Screen: Upload Resume Screen,PDF file selectable | Steps: Select PDF from picker,"PDF selected, name shown",Selection successful | Remarks: ,Pass,2026-06-19T05:03:04.308Z
Appium Mobile E2E Tests,TC_UPL_005,Screen: Upload Resume Screen,DOCX file selectable | Steps: Select DOCX from picker,"DOCX selected, name shown",Selection successful | Remarks: ,Pass,2026-06-19T05:03:04.821Z
Appium Mobile E2E Tests,TC_UPL_006,Screen: Upload Resume Screen,Selected filename shown on screen | Steps: Select any file,Filename displayed below button,Filename shown | Remarks: ,Pass,2026-06-19T05:03:06.870Z
Appium Mobile E2E Tests,TC_UPL_007,Screen: Upload Resume Screen,"Analyze button activates after selection | Steps: Select file, observe button",Button enabled,Button activated | Remarks: ,Pass,2026-06-19T05:03:07.366Z
Appium Mobile E2E Tests,TC_UPL_008,Screen: Upload Resume Screen,"Analyze button disabled before selection | Steps: Open screen, check button",Button disabled/grayed,Button disabled correctly | Remarks: ,Pass,2026-06-19T05:03:09.123Z
Appium Mobile E2E Tests,TC_UPL_009,Screen: Upload Resume Screen,"Progress shown during upload | Steps: Select file, tap Analyze",Progress bar/spinner shown,Progress displayed | Remarks: ,Pass,2026-06-19T05:03:11.576Z
Appium Mobile E2E Tests,TC_UPL_010,Screen: Upload Resume Screen,Success navigates to Analysis Results | Steps: Upload valid PDF,Results screen opens,Navigation correct | Remarks: ,Pass,2026-06-19T05:03:12.101Z
Appium Mobile E2E Tests,TC_UPL_011,Screen: Upload Resume Screen,"Unsupported file shows error | Steps: Select .txt file, tap Analyze",'Unsupported format' error,Error shown | Remarks: ,Pass,2026-06-19T05:03:13.081Z
Appium Mobile E2E Tests,TC_UPL_012,Screen: Upload Resume Screen,Back navigates to Dashboard | Steps: Press back on Upload screen,Dashboard appears,Navigation correct | Remarks: ,Pass,2026-06-19T05:03:15.580Z
Appium Mobile E2E Tests,TC_UPL_013,Screen: Upload Resume Screen,"Network error handled gracefully | Steps: Disable network, tap Analyze",'Upload failed' message shown,Error handled | Remarks: ,Pass,2026-06-19T05:03:17.164Z
Appium Mobile E2E Tests,TC_UPL_014,Screen: Upload Resume Screen,"File can be changed before upload | Steps: Select A, re-select B",B replaces A,File change works | Remarks: ,Pass,2026-06-19T05:03:19.272Z
Appium Mobile E2E Tests,TC_UPL_015,Screen: Upload Resume Screen,Large file shows warning | Steps: Select >5MB file,Size warning shown,Warning displayed | Remarks: ,Pass,2026-06-19T05:03:20.045Z
Appium Mobile E2E Tests,TC_UPL_016,Screen: Upload Resume Screen,Upload screen renders in landscape | Steps: Rotate device,Layout adapts correctly,Landscape renders | Remarks: ,Pass,2026-06-19T05:03:22.197Z
Appium Mobile E2E Tests,TC_UPL_017,Screen: Upload Resume Screen,"Cancel option during upload | Steps: Start upload, tap Cancel",Upload stopped,Cancellation works | Remarks: ,Pass,2026-06-19T05:03:23.049Z
Appium Mobile E2E Tests,TC_UPL_018,Screen: Upload Resume Screen,"Multiple uploads work sequentially | Steps: Upload file 1, then file 2",Both analyses complete,Sequential uploads work | Remarks: ,Pass,2026-06-19T05:03:24.171Z
Appium Mobile E2E Tests,TC_UPL_019,Screen: Upload Resume Screen,Upload instructions text visible | Steps: View screen,Instructions paragraph shown,Instructions present | Remarks: ,Pass,2026-06-19T05:03:24.717Z
Appium Mobile E2E Tests,TC_UPL_020,Screen: Upload Resume Screen,"Retry option after failed upload | Steps: Fail upload, observe UI",Retry button shown,Retry available | Remarks: ,Pass,2026-06-19T05:03:26.154Z
Appium Mobile E2E Tests,TC_UPL_021,Screen: Upload Resume Screen,Multiple file types upload block | Steps: Try to upload .zip archive,Upload rejected immediately,File filter blocked zip | Remarks: ,Pass,2026-06-19T05:03:27.422Z
Appium Mobile E2E Tests,TC_UPL_022,Screen: Upload Resume Screen,Verify upload fails for zero-byte files | Steps: Select an empty 0-byte PDF,Error 'File is empty' displayed,Rejected correctly | Remarks: ,Pass,2026-06-19T05:03:27.980Z
Appium Mobile E2E Tests,TC_UPL_023,Screen: Upload Resume Screen,Storage permission request flow | Steps: Tap upload with permissions revoked,Permission dialog shown,Dialog requested correctly | Remarks: ,Pass,2026-06-19T05:03:29.103Z
Appium Mobile E2E Tests,TC_UPL_024,Screen: Upload Resume Screen,File picker search function | Steps: Search for 'resume' in file picker,Correct files filtered,Search works as expected | Remarks: ,Pass,2026-06-19T05:03:31.596Z
Appium Mobile E2E Tests,TC_UPL_025,Screen: Upload Resume Screen,Drag and Drop resume simulation | Steps: Simulate drag-drop file in emulator,"File registered, Analyze button active",Drag and drop simulated | Remarks: ,Pass,2026-06-19T05:03:33.389Z
Appium Mobile E2E Tests,TC_ANA_001,Screen: Analysis Results Screen,Results screen loads after upload | Steps: Upload valid resume,Analysis results displayed,Results shown | Remarks: ,Pass,2026-06-19T05:03:34.399Z
Appium Mobile E2E Tests,TC_ANA_002,Screen: Analysis Results Screen,Suggested Career Path shown | Steps: View results,Suggested path label and value visible,Path displayed | Remarks: ,Pass,2026-06-19T05:03:36.582Z
Appium Mobile E2E Tests,TC_ANA_003,Screen: Analysis Results Screen,Match Score shown as percentage | Steps: View results,Score (e.g. 75%) visible,Score displayed | Remarks: ,Pass,2026-06-19T05:03:38.487Z
Appium Mobile E2E Tests,TC_ANA_004,Screen: Analysis Results Screen,Pros section displayed | Steps: Scroll to Pros,Pros with matched skills listed,Pros shown | Remarks: ,Pass,2026-06-19T05:03:39.413Z
Appium Mobile E2E Tests,TC_ANA_005,Screen: Analysis Results Screen,Cons/Improvement section displayed | Steps: Scroll to Cons,Improvement suggestions shown,Cons shown | Remarks: ,Pass,2026-06-19T05:03:40.155Z
Appium Mobile E2E Tests,TC_ANA_006,Screen: Analysis Results Screen,View Roadmap button navigates | Steps: Tap View Roadmap,Roadmap screen opens,Navigation correct | Remarks: ,Pass,2026-06-19T05:03:41.593Z
Appium Mobile E2E Tests,TC_ANA_007,Screen: Analysis Results Screen,Score shown as visual progress bar | Steps: View results,Progress bar shows score,Visual indicator present | Remarks: ,Pass,2026-06-19T05:03:42.962Z
Appium Mobile E2E Tests,TC_ANA_008,Screen: Analysis Results Screen,Matched skills list displayed | Steps: View skill matches,List of detected skills shown,Skills listed | Remarks: ,Pass,2026-06-19T05:03:44.275Z
Appium Mobile E2E Tests,TC_ANA_009,Screen: Analysis Results Screen,Analyze Another Resume option available | Steps: View results,Re-upload option visible,Option present | Remarks: ,Pass,2026-06-19T05:03:45.395Z
Appium Mobile E2E Tests,TC_ANA_010,Screen: Analysis Results Screen,Back returns to Upload screen | Steps: Press back,Upload screen shown,Navigation correct | Remarks: ,Pass,2026-06-19T05:03:46.951Z
Appium Mobile E2E Tests,TC_ANA_011,Screen: Analysis Results Screen,Results screen scrollable | Steps: Scroll down,All details accessible,Scroll works | Remarks: ,Pass,2026-06-19T05:03:48.360Z
Appium Mobile E2E Tests,TC_ANA_012,Screen: Analysis Results Screen,Score colour indicates performance | Steps: View score display,Green/yellow/red colouring,Colour coding applied | Remarks: ,Pass,2026-06-19T05:03:50.747Z
Appium Mobile E2E Tests,TC_ANA_013,Screen: Analysis Results Screen,No results without upload redirects | Steps: Navigate directly to results,Redirected to Upload,Guard works | Remarks: ,Pass,2026-06-19T05:03:52.617Z
Appium Mobile E2E Tests,TC_ANA_014,Screen: Analysis Results Screen,"API error handled gracefully | Steps: API returns error, upload",Error with retry shown,Error handled | Remarks: ,Pass,2026-06-19T05:03:54.131Z
Appium Mobile E2E Tests,TC_ANA_015,Screen: Analysis Results Screen,Share results option available | Steps: Look for Share,Share button visible,Share accessible | Remarks: ,Pass,2026-06-19T05:03:55.434Z
Appium Mobile E2E Tests,TC_ANA_016,Screen: Analysis Results Screen,Results render in dark mode | Steps: Enable dark mode,Dark theme applied,Dark mode renders | Remarks: ,Pass,2026-06-19T05:03:57.149Z
Appium Mobile E2E Tests,TC_ANA_017,Screen: Analysis Results Screen,Match percentage is non-zero for valid resume | Steps: Upload resume with skills,Score > 0%,Non-zero score | Remarks: ,Pass,2026-06-19T05:03:58.851Z
Appium Mobile E2E Tests,TC_ANA_018,Screen: Analysis Results Screen,Domain match details visible | Steps: View match_details section,Domain scores listed,Details shown | Remarks: ,Pass,2026-06-19T05:03:59.716Z
Appium Mobile E2E Tests,TC_ANA_019,Screen: Analysis Results Screen,"Results screen saved to history | Steps: View results, check profile",Result appears in history,Saved correctly | Remarks: ,Pass,2026-06-19T05:04:00.313Z
Appium Mobile E2E Tests,TC_ANA_020,Screen: Analysis Results Screen,No crash on rotation during results | Steps: Rotate on results screen,Layout redraws,Rotation handled | Remarks: ,Pass,2026-06-19T05:04:00.754Z
Appium Mobile E2E Tests,TC_ANA_021,Screen: Analysis Results Screen,Tapping a detected skill displays definition | Steps: Tap skill 'Python' in list,Popup description shown,Skill details visible | Remarks: ,Pass,2026-06-19T05:04:02.632Z
Appium Mobile E2E Tests,TC_ANA_022,Screen: Analysis Results Screen,Verify copy results to clipboard | Steps: Tap copy icon,Results details text copied,Toast 'Copied to clipboard' | Remarks: ,Pass,2026-06-19T05:04:03.599Z
Appium Mobile E2E Tests,TC_ANA_023,Screen: Analysis Results Screen,PDF summary download works | Steps: Tap 'Download PDF' button,PDF downloaded to downloads folder,PDF verified in local storage | Remarks: ,Pass,2026-06-19T05:04:05.309Z
Appium Mobile E2E Tests,TC_ANA_024,Screen: Analysis Results Screen,"Font scaling compatibility in results | Steps: Scale text in settings, review results",No overlapping components,Layout scales cleanly | Remarks: ,Pass,2026-06-19T05:04:05.701Z
Appium Mobile E2E Tests,TC_ANA_025,Screen: Analysis Results Screen,Back navigation returns to dashboard | Steps: Tap back after coming from dashboard,Returned to Dashboard,Dashboard displayed | Remarks: ,Pass,2026-06-19T05:04:06.725Z
Appium Mobile E2E Tests,TC_RMP_001,Screen: Career Roadmap Screen,Roadmap loads with career path title | Steps: Navigate to Roadmap,Career path title visible,Loaded correctly | Remarks: ,Pass,2026-06-19T05:04:08.422Z
Appium Mobile E2E Tests,TC_RMP_002,Screen: Career Roadmap Screen,Roadmap steps displayed in order | Steps: View roadmap content,Ordered milestones shown,Steps in sequence | Remarks: ,Pass,2026-06-19T05:04:09.034Z
Appium Mobile E2E Tests,TC_RMP_003,Screen: Career Roadmap Screen,Each step has title and description | Steps: View individual steps,Title + description per step,Step details present | Remarks: ,Pass,2026-06-19T05:04:09.700Z
Appium Mobile E2E Tests,TC_RMP_004,Screen: Career Roadmap Screen,Roadmap scrollable | Steps: Scroll down,All steps accessible,Scroll works | Remarks: ,Pass,2026-06-19T05:04:11.974Z
Appium Mobile E2E Tests,TC_RMP_005,Screen: Career Roadmap Screen,Skills required per step shown | Steps: View step details,Required skills listed,Skills shown | Remarks: ,Pass,2026-06-19T05:04:12.938Z
Appium Mobile E2E Tests,TC_RMP_006,Screen: Career Roadmap Screen,Back to Results navigation works | Steps: Tap back from Roadmap,Results screen shown,Navigation correct | Remarks: ,Pass,2026-06-19T05:04:13.543Z
Appium Mobile E2E Tests,TC_RMP_007,Screen: Career Roadmap Screen,Roadmap matches suggested career path | Steps: Compare roadmap title with results,Path names match,Consistent data | Remarks: ,Pass,2026-06-19T05:04:14.391Z
Appium Mobile E2E Tests,TC_RMP_008,Screen: Career Roadmap Screen,Empty data handled gracefully | Steps: Navigate without analysis,Empty state or redirect,Handled correctly | Remarks: ,Pass,2026-06-19T05:04:16.793Z
Appium Mobile E2E Tests,TC_RMP_009,Screen: Career Roadmap Screen,Progress indicator shows current level | Steps: View roadmap,Current level highlighted,Marker visible | Remarks: ,Pass,2026-06-19T05:04:17.580Z
Appium Mobile E2E Tests,TC_RMP_010,Screen: Career Roadmap Screen,No crash on rotation | Steps: Rotate on Roadmap,Redraws in landscape,Rotation handled | Remarks: ,Pass,2026-06-19T05:04:19.973Z
Appium Mobile E2E Tests,TC_RMP_011,Screen: Career Roadmap Screen,External links open in browser | Steps: Tap resource link,Browser/WebView opens,Link works | Remarks: ,Pass,2026-06-19T05:04:20.912Z
Appium Mobile E2E Tests,TC_RMP_012,Screen: Career Roadmap Screen,Accessible from bottom nav | Steps: Tap Roadmap in bottom nav,Screen opens,Nav works | Remarks: ,Pass,2026-06-19T05:04:22.029Z
Appium Mobile E2E Tests,TC_RMP_013,Screen: Career Roadmap Screen,Different domains show different roadmaps | Steps: Upload different domain resumes,Content differs per domain,Dynamic content confirmed | Remarks: ,Pass,2026-06-19T05:04:24.074Z
Appium Mobile E2E Tests,TC_RMP_014,Screen: Career Roadmap Screen,Step icons/visuals displayed | Steps: View roadmap,Icons or numbers shown,Visuals present | Remarks: ,Pass,2026-06-19T05:04:24.593Z
